video_id,keyword,comment_id,author,text,likes,published_at,reply_to
4SakRNO_SMY,Western Sahara Morocco,UgyF7l76L5xIA88B1vJ4AaABAg.AHC6siHh778AIVRjBFdHX6,@akremakrem7928,"Not only that, Morocco regretted recognizing Mauritania until 1969.He also did not recognize Algeria&#39;s borders until 1972.Anyway, Morocco acquired a lot of lands, most of which were Algerian.Historical manuscripts confirm that Algeria reached as far as the Muluya River. Emir Abdelkader was also betrayed by Morocco.If you want to know more about the history of Algeria with evidence, watch the channel محمد دومير",2,2025-05-24T08:50:58Z,UgyF7l76L5xIA88B1vJ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyF7l76L5xIA88B1vJ4AaABAg.AHC6siHh778AOxqnx8t9lv,@Adam-be1kc,Tfou hlik ya zemen  know who tal huh???????? Beach know go home my gtandfather was a general he died befor this l think he is very happy up there😂😂😂😂😂😂😂,0,2025-10-31T22:05:09Z,UgyF7l76L5xIA88B1vJ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgzW2-EezBgkXKW9qAR4AaABAg,@karimrezagui415,Europeans  terorists colonizes  who caused all this and you people are just like making trouble in other countries but you don't want someone to make the same thing in you countries...you bloody western terorist colonizes,0,2025-04-21T07:39:47Z,
4SakRNO_SMY,Western Sahara Morocco,UgxuMVh0V84uYNiSszp4AaABAg,@DR_ndo,"Here some maps that prove Morocco is lying. The Sultanate of Morroco never control Western Sahara region, at least, 300 years before Spanish colonization.
All these maps are original and arranged in chronological order:

1595, ""Fessae et Marocchi Regna Africae Celeberr""  by  Abraham Ortelius
1688, ""A New Map of the Kingdoms of Fez & Marocco"" by Robert Morden
1760, ""A Map of the Empire of Morocco, Comprehending the Kingdoms of Fez, Morocco"" by T. Kitchin. Geogr
1800, ""L'Afrique divisee en ses principaux etats"" by Delamarche, Charles Francois y Lattre, Jean
1836, ""North Africa of Barbary""
1851 ""Africa, North Part"" by Selina Hall
1852 ""Map of Africa from the Latest Authorities"" by Thomas, Cowperthwait & Company
1870 ""Map of the Empire of Morroco"" by Ainsworth William Francis
1874 ""Map of Africa"" by H.H. Lloyd and Company
1876 ""Africa"" by Alexander Keith Johnston
1880 ""Empire et de Maroc"" by Par A.T. Chartiere (this one is just before the Spanish colonization)

Furthermore, the Spanish founded the Sahara from the 27.4 parallel, because that is where the religious boundaries of the Sultan of Morocco ended. Literally from the conception of the colony, Western Sahara has been something separate from Morocco. Spain never divided Morocco and the Sahara, because from the beginning the Sahara did not belong to Morocco. If the Sahara had belonged to Morocco, it would have been decolonized together with the Spanish protectorate of Morocco in 1956.",3,2025-03-22T13:32:22Z,
4SakRNO_SMY,Western Sahara Morocco,UgyhIuscBztRdcuSbVp4AaABAg,@CarpeDiemSopers,where can i find sources for the recognision,0,2024-12-11T19:47:52Z,
4SakRNO_SMY,Western Sahara Morocco,UgwbUUKMl_s55tzxJqd4AaABAg,@lifeisstr4nge,"Spanish Sahara, actually...",1,2024-12-03T20:15:27Z,
4SakRNO_SMY,Western Sahara Morocco,UgwbUUKMl_s55tzxJqd4AaABAg.ABamKzyOgbjAELCtrFjr8V,@cobrayt1895,Were you living under a rock for the past 60 years ?,1,2025-02-09T23:23:22Z,UgwbUUKMl_s55tzxJqd4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgwbUUKMl_s55tzxJqd4AaABAg.ABamKzyOgbjAFJdTJGGMyN,@MGharriy,"&quot;Yakko, any updates regarding Spanish Sahara?&quot;<br><br>Yakko: Spanish Sahara is gone!",0,2025-03-06T05:17:11Z,UgwbUUKMl_s55tzxJqd4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugy2AotdKj-BaD2jYr14AaABAg,@CelticRailwayTraveller,"For the situation the Indigenous Sahrawi People are in, I think the phrase rhymes with ""Clucking Bell""!",0,2024-12-02T13:13:15Z,
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg,@DR_ndo,"Morocco's inconsistencies in claiming Western Sahara are very curious and funny:

1) By the 1830s, the decade of colonization, the Sultanate of Morocco did not have the territories of the Sahara. It did have them at its peak, but by the time Spain colonized the Sahara there was the Tekna confederation, which did not depend politically or religiously on Morocco.

2) It tries to feed back to the Almoravid and Almohad empires that came to have control over the Sahara, but these empires ended 800 years ago. That's a long time. Literally more time has passed since the fall of the Almohad empire than the entire history of Al-Andalus.

3) The ""Greater Morocco"" plan brings together all the territories that once belonged to those medieval dynasties as Moroccan territory. Does it remind you of anyone? (cough...cough...Israel...cough cough...)

4) Many Moroccans support the Palestinian cause, but the Moroccan government is pro-Israel. Isn't there a contradiction? It's literally the same phenomenon. A country claims a territory that belonged to it hundreds of years ago but at that time it didn't, and invades it without considering what the people there think.

5) Morocco in general of the Amazigh peoples who live there. Curiously, the Tekna Sahrawis are also an Amazigh people. Why did they have to exile themselves to Tindouf? Aren't they part of their own people?

6) If Morocco is truly the legitimate sovereign of the Sahara, why has it systematically refused to hold a referendum? Are they afraid of losing? Aren't the Sahrawis supposed to be part of their people, so why would they vote against Morocco?

Obviously all this happens because Morocco is based on an expansionist delusion with historical distortion. And even if we agreed with it, what is the point of invading a territory and starting a war with your supposedly own people? Expansionist delusions. There is no other explanation.

Support for Western Sahara!",5,2024-11-16T12:00:09Z,
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFygC9orFai,@Badrianolima,"We are claiming it now, that’s all what counts now",0,2025-03-22T13:09:10Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFyiB3hmPnq,@DR_ndo,@Badrianolima Ocupying it*,1,2025-03-22T13:26:30Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFyiapsxvQU,@Badrianolima,"@DR_ndo you can call it whatever you want, I’m just here to tell you that all you wrote about our inconsistency don’t matter anymore….we changed our mind…just like how we changed our mind about the referendum….its normal; people are allowed to change their mind….you just have to deal with that",0,2025-03-22T13:30:09Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFyjRKUPoz7,@DR_ndo,"@Badrianolima Morocco never changed the idea of make a 3th reich in africa, tf are you talking?",1,2025-03-22T13:37:27Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFykXz0Fpoy,@Badrianolima,"@DR_ndo now you are just throwing with words to make yourself feel good…..just accept the fact that the Sahara is Moroccan now….the earlier you accept reality, the better it is for your own mental health",0,2025-03-22T13:47:06Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFyoUx1n-iZ,@DR_ndo,@Badrianolima when did i say the opposite? i just mention that the irrendentist moroccan ideology is still there.,1,2025-03-22T14:21:38Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAFyp1n6OLXL,@Badrianolima,@DR_ndo aah ok…yeah maybe…well yeah it is what it is right? We took the Sahara now thus you might probably just need to cope with it,0,2025-03-22T14:26:24Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgxyOwiZ2HwbfrW7HLB4AaABAg.AAu78RgDmHGAOxrHqJE3zi,@Adam-be1kc,​@DR_ndotfoul hlik ya zman diel mouk el kelb y a kahaba diel sir ta dour.<br><br><br><br>Know could you go home my clowns who is diguesed in sahra peopole my grandps killed a lot of you guys u had any right it was like an occupation u where all diguised sahra peopole but the real sahra peopole where morrocan so stfu ya allah said inded those who got mountains of hasanat will have them all lost if ther jealous so yeah <br>Say a hello the the hell fire ok,0,2025-10-31T22:09:22Z,UgxyOwiZ2HwbfrW7HLB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugww4q5JViAkMLl3FBB4AaABAg,@YacobIbnMohamed,"The “Western Sahara” was always part of Morocco, even before the occupation by France and Spain, this is not a topic. There was never a country who was named “Polisario” or “Western Sahara”",0,2024-10-29T00:40:49Z,
4SakRNO_SMY,Western Sahara Morocco,UgyNpuUSISBy_aBWaZd4AaABAg,@TheEyeLoveYouVirus,"1) Thank you Morocco!!!
Morocco helped well with chasing the occupyers away from SADR,
now it is time to go home.

2) Recognation
The people have been recognized as an society with an own territory.

3) HIGH POLITIC ALERT
If morroco let SADR handle its own,
SADR handle the direct interactions with Mauretania
And reversed, Mauretania interactions with morroco goes via SADR.

4) Border Patrol
Morroco's border is extended to an maximum without any progress.
Instead they have at least an two sides diplomatic war that can escalate.

5) Oil and other resources
The oil or other resources that have been produced,
found or magically appears in the Western Sahara,
is income of the SADR.

6) Membership
The SADR have the right to be member of the Arab League

7) Mine fields
SADR, in this message represented by Caliph Alaeeddine The First, temporarily applying the convention of Ottawa regarding landmines. After results, SADR decides if they add the convention in their Society Management, the SADR.

8) Morocco, again Thank you!
The Morrocian Barrier is not good, because if you the world map,
you see what is the western sahara.",1,2024-10-19T23:49:47Z,
4SakRNO_SMY,Western Sahara Morocco,Ugw_gfVZ5sCWoPDnBtR4AaABAg,@ahsanurr4219,Western Sahara is morocco,2,2024-09-11T00:15:04Z,
4SakRNO_SMY,Western Sahara Morocco,Ugw_gfVZ5sCWoPDnBtR4AaABAg.A8DuzRrZ9ruA95bI2DymUW,@mohalkl5426,what HHHHHHHHHHHHHHHHHHHHHHHHHHH,0,2024-10-02T15:20:27Z,Ugw_gfVZ5sCWoPDnBtR4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugw_gfVZ5sCWoPDnBtR4AaABAg.A8DuzRrZ9ruA9bLrcWiRs2,@maxkingjoe5460,There no western sahara is Morocco in ba sing se.,0,2024-10-15T08:31:50Z,Ugw_gfVZ5sCWoPDnBtR4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugw_gfVZ5sCWoPDnBtR4AaABAg.A8DuzRrZ9ruAOxrOOIYk0L,@Adam-be1kc,​@mohalkl5426what😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-10-31T22:10:16Z,Ugw_gfVZ5sCWoPDnBtR4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyC9QRUEFbxzzg7XMB4AaABAg,@Черносердечный,西撒哈拉其实就是北非版巴勒斯坦,0,2024-09-09T07:07:25Z,
4SakRNO_SMY,Western Sahara Morocco,UgyC9QRUEFbxzzg7XMB4AaABAg.A89V_plb27LAELF0Vw5cFo,@cobrayt1895,Literally NOT the same thing,2,2025-02-09T23:41:54Z,UgyC9QRUEFbxzzg7XMB4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugxzpc2i8nuB02wAlcV4AaABAg,@YacobIbnMohamed,"Before the Spanish fascist occupied it. the area was never called western sahara at that time. 

Those fascists from Spain want to divide Morocco so it will be weake and smaller than them. But they forgot the true size of Morocco. 

The true size of Morocco is from the city of Nouakchott to above the mountains of the pyrenees.",1,2024-08-29T00:21:13Z,
4SakRNO_SMY,Western Sahara Morocco,Ugw3fls2DO7-7p0dVPN4AaABAg,@AverageYoutubeFanatic,🇪🇭,2,2024-07-03T22:24:59Z,
4SakRNO_SMY,Western Sahara Morocco,Ugy8Sa_bSp2hGcj29gl4AaABAg,@mehdimaroc3639,Lets keep in mind we are dealing with a conflict of 40 millions Moroccans against 100 thousand people (80% of them are from Mali Mauritania Niger paid by Algeria and defended by Rusia and Iran),1,2024-06-19T15:32:52Z,
4SakRNO_SMY,Western Sahara Morocco,UgzzzcoJPcuicnZnodp4AaABAg,@damienhudson8028,Out of date but good to help understand the history..,1,2024-06-10T07:08:08Z,
4SakRNO_SMY,Western Sahara Morocco,Ugxb3HEkYfe0d0MUnv94AaABAg,@wagbocoinflip,"as a sahrawi i can say my ancestors are fools! they fought spain only so we got filthy moroccans on our land and not be part of EU.
what a waste 😂",1,2024-05-20T01:12:21Z,
4SakRNO_SMY,Western Sahara Morocco,Ugxb3HEkYfe0d0MUnv94AaABAg.A3dTvHjGq-9A6mHe5zf6_w,@modmaker7617,As a Sahrawi do you want the territory of Western Sahara to be independent as the Sahrawi Arab Democratic Republic or to join the Kingdom of Morocco?,0,2024-08-06T00:52:30Z,Ugxb3HEkYfe0d0MUnv94AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugxb3HEkYfe0d0MUnv94AaABAg.A3dTvHjGq-9AE4ZMVQqkvv,@politicallyincorrectbeing8201,You are a settler on moroccan lands.,0,2025-02-03T12:12:34Z,Ugxb3HEkYfe0d0MUnv94AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugz3bXcIVHVwjatEeMR4AaABAg,@fzackkh7102,"Le Maroc a récupéré pacifiquement le Sahara occidental à l’Espagne, et maintenant nous voulons le Sahara oriental, par lequel passe Bachar Tlemcen.  Elle était marocaine, coupée du Maroc.  Quand la France était en Algérie❤️🇲🇦👌",0,2024-05-13T19:58:16Z,
4SakRNO_SMY,Western Sahara Morocco,Ugz3bXcIVHVwjatEeMR4AaABAg.A3OTC_CJwNgAHFoGy4vtsM,@maxkingjoe5460,That so nonsensical.,0,2025-04-23T10:37:27Z,Ugz3bXcIVHVwjatEeMR4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugxv0vBjWLQdukdCxIR4AaABAg,@newuser5817,"On 2017 morroco joined the African union wich polisario is a part founder and in the union policy says the the African union members recognize all the country members and there souvrinty, so morroco indirectly is recognizing a polisario souvrinty.",2,2024-05-09T17:11:33Z,
4SakRNO_SMY,Western Sahara Morocco,UgwKdRPjzkkKnWbuau94AaABAg,@botnot5980,"The one and only country that officially recognised what they call "" Moroccan sahara"" is Isreal, which is not even a real country 🤣🤣🤣",1,2024-05-03T08:08:34Z,
4SakRNO_SMY,Western Sahara Morocco,UgwKdRPjzkkKnWbuau94AaABAg.A2yS1pv8yW4AFygRdoK2M7,@Badrianolima,"The United States, Saudi Arabia, Qatar, UAE, Jordan, Bahrein, Oman, Kuwait, Senegal, Ivorycoast……way more countries buddy 😅",1,2025-03-22T13:11:17Z,UgwKdRPjzkkKnWbuau94AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgwKdRPjzkkKnWbuau94AaABAg.A2yS1pv8yW4AOxrWGYchXr,@Adam-be1kc,​@Badrianolimaur right this btch is ready to go cry know,0,2025-10-31T22:11:20Z,UgwKdRPjzkkKnWbuau94AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgwFSbjCF-UZkb205Yh4AaABAg,@XeyeXofXlynxX,Free Western Sahara ❤ 🇪🇭 ❤,2,2024-05-02T06:28:39Z,
4SakRNO_SMY,Western Sahara Morocco,Ugxx6a17srfzdZj6pZV4AaABAg,@yakin9940,"I didn't know that Algeria had sush influence 
Thanks Algeria for sending up fo Sahara",1,2024-05-02T04:03:59Z,
4SakRNO_SMY,Western Sahara Morocco,Ugxx6a17srfzdZj6pZV4AaABAg.A2vRFbE3dZCAFygV8V1IP_,@Badrianolima,Well they really don’t have anymore because the Moroccans are winning the diplomatic battles these days,0,2025-03-22T13:11:45Z,Ugxx6a17srfzdZj6pZV4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugxx6a17srfzdZj6pZV4AaABAg.A2vRFbE3dZCAHFoLg4H5K5,@maxkingjoe5460,@Badrianolimaactually not until I exposed them when I become police.,0,2025-04-23T10:38:06Z,Ugxx6a17srfzdZj6pZV4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugx7hfMva6LaRWTXUoN4AaABAg,@DAVIDGamer-i6q,sahara is moroccan for ever i from isreal,2,2024-04-27T22:30:44Z,
4SakRNO_SMY,Western Sahara Morocco,Ugx7hfMva6LaRWTXUoN4AaABAg.A2kXwH4DTXYA5WYnF1sLVv,@maxkingjoe5460,Wrong! That a enough big go to hell! Learn your behaviors!,1,2024-07-05T16:23:49Z,Ugx7hfMva6LaRWTXUoN4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugx7hfMva6LaRWTXUoN4AaABAg.A2kXwH4DTXYAOxrYoRsjmc,@Adam-be1kc,Well thank you,0,2025-10-31T22:11:41Z,Ugx7hfMva6LaRWTXUoN4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugwc6lkypVg43cbaH4Z4AaABAg,@هشامشتوي,"And whoever gave the Polisarios the right to speak in the name of southern Morocco, go and ask southern Morocco: Are you Moroccans and they will answer you?",0,2024-04-07T12:06:53Z,
4SakRNO_SMY,Western Sahara Morocco,Ugwcw7mHJ4J06FSleGF4AaABAg,@samimellouki3139,SAHARA WAR UND IST UND WIRD IMMER MAROKKANISCH SEIN🇲🇦❤🇲🇦❤🇲🇦❤🇲🇦❤🇲🇦❤🇲🇦❤,0,2024-03-29T11:20:17Z,
4SakRNO_SMY,Western Sahara Morocco,Ugwcw7mHJ4J06FSleGF4AaABAg.A1Zf9MgrhnUA5WZ-KizaUT,@maxkingjoe5460,No you can’t say that! The government making you sinner who is too arrogant to admit it! Don’t make go to hell!,0,2024-07-05T16:25:36Z,Ugwcw7mHJ4J06FSleGF4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugwcw7mHJ4J06FSleGF4AaABAg.A1Zf9MgrhnUA5W_ch8jszn,@samimellouki3139,@maxkingjoe5460 💪🏼🇲🇦🦁,0,2024-07-05T16:39:51Z,Ugwcw7mHJ4J06FSleGF4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugwcw7mHJ4J06FSleGF4AaABAg.A1Zf9MgrhnUAHFoRZcbeZx,@maxkingjoe5460,@samimellouki3139shut up lier your country not even can defeat egypt and libya!,0,2025-04-23T10:38:54Z,Ugwcw7mHJ4J06FSleGF4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgzxmItKuuH4Wo09Ggp4AaABAg,@zeedzoon7093,This is just a load of lie's,1,2024-03-27T19:37:10Z,
4SakRNO_SMY,Western Sahara Morocco,UgzH0XzjRmIiTjPvZ3N4AaABAg,@Liverpool-u2z,We need our right!!!!!!!,0,2024-02-25T12:52:21Z,
4SakRNO_SMY,Western Sahara Morocco,UgyW1u-E_BrObr9Oo2l4AaABAg,@alahemy,"Western Sahara is a result of the Spanish and French colonization. Mauritania, Western Sahara, and West Algeria used to be part of the Moroccan Kingdom. Polisario Front is backed by Algeria, Spain and France.",2,2024-02-15T15:36:30Z,
4SakRNO_SMY,Western Sahara Morocco,UgyW1u-E_BrObr9Oo2l4AaABAg.A-qPIKcdyLmA0hmQA38f12,@alahemy,"@czeroxd That&#39;s nonsense, Western Sahara is populated by Imazighen, the same ethnic group of Morocco. Spain is a western power that occupied it and then it was decolonized by Morocco.",0,2024-03-08T03:45:31Z,UgyW1u-E_BrObr9Oo2l4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyW1u-E_BrObr9Oo2l4AaABAg.A-qPIKcdyLmAI5fkjo2q2I,@xandudicanda6303,"Practically ALL African borders are the result of European colonization. And yet, when the indepencies ocurred, the borders were kept according to the desires of the people WHITHIN each border (that is called “self-determination”).<br>I have lived for over 50 years, I have seen a lot in Africa: Iʼve seen civil wars, secession wars, interference wars, new nations being born. But the case of Morocco is unique in Africa. It is the only country that has indeed invaded another country and has undergone a massive colonization (i. e., people from Morocco moving to settle in Western Sahara).",0,2025-05-14T08:42:00Z,UgyW1u-E_BrObr9Oo2l4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgzJ5bW8twZ2-wsixXZ4AaABAg,@mafiward,Honestly this all because of colonialism which divided the Morrocan people,0,2024-01-12T18:23:23Z,
4SakRNO_SMY,Western Sahara Morocco,UgwDT1FvZPRDarffLpl4AaABAg,@nacerwork,the sahara is moroccan and it will be moroccan today and forever <3,0,2023-12-27T19:23:36Z,
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg,@abdenour6576,"israel 🇮🇱→→ palectine🇵🇸🇵🇸
moroco(🇧🇩)→→ W.sahara🇪🇭🇪🇭",3,2023-12-22T12:53:35Z,
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86A-63ZMCh37a,@sausage-x3p,That’s the flag of Bangladesh.,2,2024-01-28T06:22:17Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86A2kYjWYNX69,@DAVIDGamer-i6q,not the same,0,2024-04-27T22:37:44Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86A2kZVXEeY_X,@abdenour6576,"@sausage-x3p this is the moroco🇧🇩, that how we called it",0,2024-04-27T22:44:25Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86A2kZWnYbUzP,@abdenour6576,@DAVIDGamer-i6q go back to Europe,0,2024-04-27T22:44:35Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86A2lFnfB20hi,@sausage-x3p,@abdenour6576 this is Morocco 🇲🇦 and this is Bangladesh 🇧🇩,0,2024-04-28T05:11:30Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86AFygZq9eaTq,@Badrianolima,@abdenour6576and we call Western Sahara the republic of Tindouf,0,2025-03-22T13:12:24Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86AGo5kSzeB1Q,@abdenour6576,"@Badrianolima  hhhh poor Moroccan, slave in your country",0,2025-04-12T07:00:56Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgyFj8zj2mBqX-mfLgZ4AaABAg.9ycUw-cQN86AI5gBRtk9-t,@xandudicanda6303,​@Badrianolimaand I call Morocco the Israel of Africa!,0,2025-05-14T08:45:47Z,UgyFj8zj2mBqX-mfLgZ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugw-OU50FuCjTzAZMRJ4AaABAg,@cmsacademy1673,My wife is sahrawi and she considers herself Moroccan 🇲🇦,5,2023-12-19T06:32:48Z,
4SakRNO_SMY,Western Sahara Morocco,Ugw-OU50FuCjTzAZMRJ4AaABAg.9yV4yOvyGKhA0nd59PmMZD,@cmsacademy1673,user-gh1ss7sx2d we have our family living in Tantan. She considers herself Moroccan and loves Sahara.,1,2024-03-10T10:19:26Z,Ugw-OU50FuCjTzAZMRJ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugw-OU50FuCjTzAZMRJ4AaABAg.9yV4yOvyGKhAI5h5wmuYRD,@xandudicanda6303,"Just three questions (you donʼt need to answer them):<br>1 — Were the ancestors of your wife born in the territory claimed by Western Sahara or were they born elsewhere?<br>2 — Culturally, is your wife Sahrawi or Moroccan (for instance, does she speak Hassaniya or does she speak Darija)?<br>3 — Knowing the cultural habits of Moroccan people, is a woman free to speak her mind or she has to do what her husband says?",0,2025-05-14T08:53:46Z,Ugw-OU50FuCjTzAZMRJ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugw-OU50FuCjTzAZMRJ4AaABAg.9yV4yOvyGKhAI5hVY9YVsK,@cmsacademy1673,"@ 1. Her mother is of Amazigh and Arab origin from Marrakesh but her father is purely sahrawi. 2. She speaks both and 3. Im British and white, and main reason I married her is her super strong will",0,2025-05-14T08:57:16Z,Ugw-OU50FuCjTzAZMRJ4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgzIRexgRvBKW7wYllN4AaABAg,@Airbiscuitmaker,"There is something off with the title. Is this not supposed to be as followed?
Understanding South-Morocco",0,2023-12-18T18:57:11Z,
4SakRNO_SMY,Western Sahara Morocco,UgwrLEEh4llPRti6xIF4AaABAg,@jilalidouch3410,Sahara amazighia non arabic,1,2023-12-17T13:28:13Z,
4SakRNO_SMY,Western Sahara Morocco,Ugxjps735PC9z6ss4kt4AaABAg,@jilalidouch3410,Sahara amazighia laisat Arabia,1,2023-12-17T13:27:29Z,
4SakRNO_SMY,Western Sahara Morocco,Ugyc337S47uGfYjpEU14AaABAg,@gadlare55,There is only the moroccan sahara,4,2023-11-25T22:19:34Z,
4SakRNO_SMY,Western Sahara Morocco,Ugyc337S47uGfYjpEU14AaABAg.9xYzEjdaczg9y5_WanHyLE,@Communistphilippines,And always will be!!!! 🗣️🔥🔥💯,0,2023-12-09T08:48:14Z,Ugyc337S47uGfYjpEU14AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugyc337S47uGfYjpEU14AaABAg.9xYzEjdaczgA5WZBHEWJNV,@maxkingjoe5460,No you never say like that and this is sining!,0,2024-07-05T16:27:14Z,Ugyc337S47uGfYjpEU14AaABAg
4SakRNO_SMY,Western Sahara Morocco,Ugxel9z9wt_2weOvFRV4AaABAg,@lugd441,"Yep, Western Sahara is 100% a nation",5,2023-11-08T02:42:25Z,
4SakRNO_SMY,Western Sahara Morocco,UgzeeEKDWbYOkp5P9ph4AaABAg,@wackypeace1135,Another problem caused by Western Colonialism.,3,2023-11-03T11:37:29Z,
4SakRNO_SMY,Western Sahara Morocco,Ugy5t-YnfdbvzzdvNGN4AaABAg,@markmurphy7698,Great video thanks for explaining 🙏👍😎,2,2023-10-01T06:03:15Z,
4SakRNO_SMY,Western Sahara Morocco,UgyzrqLYsdmG6Wou7TF4AaABAg,@sair9850,Why is Morocco fighting tooth and nail for some random desert lands,0,2023-09-30T15:34:26Z,
4SakRNO_SMY,Western Sahara Morocco,UgyzrqLYsdmG6Wou7TF4AaABAg.9vI3MQEILQ7AI5hanFgE7r,@xandudicanda6303,"1 — Because of natural resources.<br>2 — Just because they can (a territory bigger than the UK, but inhabited by a population smaller than my country).",1,2025-05-14T08:58:07Z,UgyzrqLYsdmG6Wou7TF4AaABAg
4SakRNO_SMY,Western Sahara Morocco,UgzBL20C-AN71OBfTmZ4AaABAg,@moguerlain7158,"In early 1975, both Morocco and Mauritania agreed to abide by the decision of the International Court of Justice on the status of the Spanish Sahara, but when the court ruled[5] in October 1975 that neither country was entitled to claim sovereignty over the territory, both governments chose to ignore the decision. In November 1975, they concluded the Madrid Agreements with Spain under which Morocco acquired the northern two-thirds of the territory, while Mauritania acquired the southern third. The agreement also included the proviso that Spain would retain shares in the Bu Craa mining enterprise. Mauritania acquiesced to the agreements under the assumption",2,2023-09-22T12:38:36Z,
4SakRNO_SMY,Western Sahara Morocco,UgwD0U0eGUFtdeukynp4AaABAg,@nasara8960,Morroco is still a protected from France and Spain it didn’t get real independence. It is colonializing now Polisario for it is and has always been the ally of Israeli government colonializer,0,2023-09-22T04:29:51Z,
4SakRNO_SMY,Western Sahara Morocco,UgwD0U0eGUFtdeukynp4AaABAg.9uxGwtciHxSAFygfDvm_5k,@Badrianolima,😂,0,2025-03-22T13:13:16Z,UgwD0U0eGUFtdeukynp4AaABAg
P1b1XV60s5A,Western Sahara Morocco,Ugzag9DDf_R7GFTWZ2x4AaABAg,@feust9247,Échec et mat en 4 coups...,3,2025-11-03T09:29:22Z,
