video_id,keyword,comment_id,author,text,likes,published_at,reply_to,clean_text
l3k-RdRVHHw,Western Sahara Morocco,Ugyy5ddLcnTOk7r314F4AaABAg.AOoLdtqPOpJAOojEUAkfoT,@hakdh-mre,Free strings a ta grand-mère,0,2025-10-28T09:05:52Z,Ugyy5ddLcnTOk7r314F4AaABAg,free strings a ta grandmre
l3k-RdRVHHw,Western Sahara Morocco,Ugyy5ddLcnTOk7r314F4AaABAg.AOoLdtqPOpJAOqIy_Fh-uP,@youssefbattouta9790,"The caravan of development, prosperity and progress is moving, while rabid dogs are barking and trying to disrupt it.",1,2025-10-28T23:46:05Z,Ugyy5ddLcnTOk7r314F4AaABAg,the caravan of development prosperity and progress is moving while rabid dogs are barking and trying to disrupt it
l3k-RdRVHHw,Western Sahara Morocco,UgxeLtZY1s_YQCiMY3p4AaABAg,@adamadjro1452,Free Western Sahara,4,2025-10-28T05:30:46Z,,free western sahara
l3k-RdRVHHw,Western Sahara Morocco,UgxeLtZY1s_YQCiMY3p4AaABAg.AOoLcCaY70jAOojKvK9PGD,@hakdh-mre,Free algeria prostitué,0,2025-10-28T09:06:43Z,UgxeLtZY1s_YQCiMY3p4AaABAg,free algeria prostitu
l3k-RdRVHHw,Western Sahara Morocco,UgxK9UFwxC3Tb1lf9_Z4AaABAg,@adamadjro1452,Freedom for the Western Sahara 🇪🇭🇪🇭🇪🇭,3,2025-10-28T05:30:16Z,,freedom for the western sahara
l3k-RdRVHHw,Western Sahara Morocco,UgxK9UFwxC3Tb1lf9_Z4AaABAg.AOoLZaxlD29AOoPdMW-xnS,@UserMA710,Freedom for zebi <br>why you didn&#39;t fight for it when it was under Spanish occupation,0,2025-10-28T06:05:52Z,UgxK9UFwxC3Tb1lf9_Z4AaABAg,freedom for zebi brwhy you didnt fight for it when it was under spanish occupation
l3k-RdRVHHw,Western Sahara Morocco,UgxK9UFwxC3Tb1lf9_Z4AaABAg.AOoLZaxlD29AOojHzEPGL8,@hakdh-mre,Freee harkis pied noir cul sal d&#39;algériens 🇫🇷,0,2025-10-28T09:06:19Z,UgxK9UFwxC3Tb1lf9_Z4AaABAg,freee harkis pied noir cul sal dalgriens
l3k-RdRVHHw,Western Sahara Morocco,UgxK9UFwxC3Tb1lf9_Z4AaABAg.AOoLZaxlD29AOqJ0BCtErv,@youssefbattouta9790,"The caravan of development, prosperity and progress is moving, while rabid dogs are barking and trying to disrupt it.",1,2025-10-28T23:46:26Z,UgxK9UFwxC3Tb1lf9_Z4AaABAg,the caravan of development prosperity and progress is moving while rabid dogs are barking and trying to disrupt it
l3k-RdRVHHw,Western Sahara Morocco,UgyFMZ1fPh07cR43DBJ4AaABAg,@LGM,What is western Sahara?,3,2025-10-28T05:22:42Z,,what is western sahara
l3k-RdRVHHw,Western Sahara Morocco,UgyFMZ1fPh07cR43DBJ4AaABAg.AOoKh81URgBAOoLOsxDYqH,@samimellouki3139,Marokko🇲🇦,0,2025-10-28T05:28:49Z,UgyFMZ1fPh07cR43DBJ4AaABAg,marokko
l3k-RdRVHHw,Western Sahara Morocco,UgyFMZ1fPh07cR43DBJ4AaABAg.AOoKh81URgBAOrHoMyYjWA,@erolc82,It&#39;s southern provinces of Morocco!,9,2025-10-29T08:55:12Z,UgyFMZ1fPh07cR43DBJ4AaABAg,its southern provinces of morocco
l3k-RdRVHHw,Western Sahara Morocco,UgyFMZ1fPh07cR43DBJ4AaABAg.AOoKh81URgBAOszrYxGH22,@youssefbattouta9790,​@erolc82That&#39;s right 👍,1,2025-10-30T00:48:05Z,UgyFMZ1fPh07cR43DBJ4AaABAg,erolcthats right
l3k-RdRVHHw,Western Sahara Morocco,UgyFMZ1fPh07cR43DBJ4AaABAg.AOoKh81URgBAOt-NxP0DM-,@NovaAuraX,"Part of Morocco with large sahara, it&#39;s an amazing region of Morocco",0,2025-10-30T00:52:39Z,UgyFMZ1fPh07cR43DBJ4AaABAg,part of morocco with large sahara its an amazing region of morocco
l3k-RdRVHHw,Western Sahara Morocco,Ugwz-RYOJ2ZBKkSEJgd4AaABAg,@IambiguousSegment,Plant more date palm trees there,9,2025-10-28T04:57:23Z,,plant more date palm trees there
l3k-RdRVHHw,Western Sahara Morocco,Ugybg8DFW-NfOxm5pMd4AaABAg,@SK-lt1so,Medical care?,5,2025-10-26T12:46:36Z,,medical care
l3k-RdRVHHw,Western Sahara Morocco,Ugybg8DFW-NfOxm5pMd4AaABAg.AOjyucqP6hGAOkd48UoPcW,@redatoo,You pay for it like everywhere.,9,2025-10-26T18:55:02Z,Ugybg8DFW-NfOxm5pMd4AaABAg,you pay for it like everywhere
l3k-RdRVHHw,Western Sahara Morocco,Ugybg8DFW-NfOxm5pMd4AaABAg.AOjyucqP6hGAOnb3H23HzD,@keterscp1064,​@redatooit&#39;s very inexpensive for even top private providers,0,2025-10-27T22:35:10Z,Ugybg8DFW-NfOxm5pMd4AaABAg,redatooits very inexpensive for even top private providers
l3k-RdRVHHw,Western Sahara Morocco,Ugybg8DFW-NfOxm5pMd4AaABAg.AOjyucqP6hGAOpCmKtmXFB,@belhinaniabdelkhalek6481,Your mother ?,2,2025-10-28T13:32:44Z,Ugybg8DFW-NfOxm5pMd4AaABAg,your mother
l3k-RdRVHHw,Western Sahara Morocco,Ugybg8DFW-NfOxm5pMd4AaABAg.AOjyucqP6hGAOrWu5PFZj0,@morokko5stars68,❤crption destroy us,0,2025-10-29T11:07:03Z,Ugybg8DFW-NfOxm5pMd4AaABAg,crption destroy us
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg,@XtremeLife,"Not a chance... I bet it is safer in Brazil, in general.  Im not ever gonna spend a dime or a second on tourism in that area.   I also bet it is extremely difficult to get around if u don't speak Arabic or French.",7,2025-10-26T11:19:50Z,,not a chance i bet it is safer in brazil in general im not ever gonna spend a dime or a second on tourism in that area i also bet it is extremely difficult to get around if u dont speak arabic or french
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOjwlBZq10j,@yugarten8523,Safer in Brazil lol.,22,2025-10-26T12:27:50Z,UgwNDwUH-mL_NihI4SZ4AaABAg,safer in brazil lol
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOkDaD_YBJ2,@Phe9611,Safer where?😂 brazil?😂,11,2025-10-26T15:03:38Z,UgwNDwUH-mL_NihI4SZ4AaABAg,safer where brazil
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOkGMkAFWTG,@higgs923,My brother tour Brazil extensively. If you want to get around easily and not go broke you&#39;d best speak Portuguese.  Safety? Ummm.,15,2025-10-26T15:27:52Z,UgwNDwUH-mL_NihI4SZ4AaABAg,my brother tour brazil extensively if you want to get around easily and not go broke youd best speak portuguese safety ummm
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOm8wr33OwG,@brinjoness3386,Nobody ever got robbed or beaten travelling through the Western Sahara during the Paris Dakar.  I do remember usa Olympic swimmers getting robbed in Rio.     Check notes= apologies Brazil it was a fake story to shift blame. Those yanks.,7,2025-10-27T09:01:30Z,UgwNDwUH-mL_NihI4SZ4AaABAg,nobody ever got robbed or beaten travelling through the western sahara during the paris dakar i do remember usa olympic swimmers getting robbed in rio check notes apologies brazil it was a fake story to shift blame those yanks
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOmKPZVIKBn,@mohamedelkasmi1680,😂😂 safer in brazil,6,2025-10-27T10:41:41Z,UgwNDwUH-mL_NihI4SZ4AaABAg,safer in brazil
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOnaZ3ay42t,@melodieday-yf6dn,You couldn’t be more wrong I can assure you! It’s an amazing destination and the tourists are flocking in regularly. English speakers French Spanish German speakers too they all go there and have loads of fun and they do return. I wish you a safe trip on your next visit to Brazil 😉,5,2025-10-27T22:30:46Z,UgwNDwUH-mL_NihI4SZ4AaABAg,you couldnt be more wrong i can assure you its an amazing destination and the tourists are flocking in regularly english speakers french spanish german speakers too they all go there and have loads of fun and they do return i wish you a safe trip on your next visit to brazil
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOnmG88fEs2,@mohamedelkasmi1680,​@melodieday-yf6dn😂 maybe she is an algerian,2,2025-10-28T00:13:02Z,UgwNDwUH-mL_NihI4SZ4AaABAg,melodiedayyfdn maybe she is an algerian
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOo1Vbv3Seq,@bruxelleskarim,"Brazil is great, but let&#39;s be realistic: it&#39;s not safer than Morocco. The future for kitesurfing development is in Morocco, especially given that northern Brazil is unsafe and too far away from Europe",4,2025-10-28T02:34:58Z,UgwNDwUH-mL_NihI4SZ4AaABAg,brazil is great but lets be realistic its not safer than morocco the future for kitesurfing development is in morocco especially given that northern brazil is unsafe and too far away from europe
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOodMxxzGSL,@admar1208,you couldn&#39;t be more wrong morocco is much more safer than brazil and is generally safer than most countries in Europe and even within morocco the southern provinces barely have any crime. And English is becoming the norm all throughout morocco or you could use spanish it&#39;s pretty common in this area.,1,2025-10-28T08:14:34Z,UgwNDwUH-mL_NihI4SZ4AaABAg,you couldnt be more wrong morocco is much more safer than brazil and is generally safer than most countries in europe and even within morocco the southern provinces barely have any crime and english is becoming the norm all throughout morocco or you could use spanish its pretty common in this area
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOp2-I0VUWp,@Oussama-c7r,Safer in Brazil 😂😂😂😂,4,2025-10-28T11:58:32Z,UgwNDwUH-mL_NihI4SZ4AaABAg,safer in brazil
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOqCBQa3m9O,@melodieday-yf6dn,@mohamedelkasmi1680<br>Alkheria?? Where is that? I have never heard of such a place 🤔😂😂😂,2,2025-10-28T22:46:49Z,UgwNDwUH-mL_NihI4SZ4AaABAg,mohamedelkasmibralkheria where is that i have never heard of such a place
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOqtejhAcEl,@Lmsabis1,"Yeh, you would fit right in in the favelas, especially if you speak portuguese.",0,2025-10-29T05:15:25Z,UgwNDwUH-mL_NihI4SZ4AaABAg,yeh you would fit right in in the favelas especially if you speak portuguese
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOrWjBYAHUA,@morokko5stars68,"No we speak more than 5 langages english ,france, dutch,Spanish, Italian south of Morocco more people speak those languages than north ,north they can speak French anglais in tanger they speak Spanish",1,2025-10-29T11:05:33Z,UgwNDwUH-mL_NihI4SZ4AaABAg,no we speak more than langages english france dutchspanish italian south of morocco more people speak those languages than north north they can speak french anglais in tanger they speak spanish
l3k-RdRVHHw,Western Sahara Morocco,UgwNDwUH-mL_NihI4SZ4AaABAg.AOjoz2CK5fUAOxap-2R2fG,@yugarten8523,@morokko5stars68 French not France.,0,2025-10-31T19:45:29Z,UgwNDwUH-mL_NihI4SZ4AaABAg,morokkostars french not france
l3k-RdRVHHw,Western Sahara Morocco,UgxQoduCyu47yZRFe-B4AaABAg,@Heavenseven77,Slap on the book to signal the end.,2,2025-10-26T10:52:33Z,,slap on the book to signal the end
sbQJzuIKbJs,Western Sahara Morocco,Ugx_Fcg0A9brcPBA-Zh4AaABAg,@gdaym92izik,Viva polisario 🇪🇭🇪🇭🇪🇭🇪🇭🔥🔥🔥🔥,0,2025-12-23T11:10:04Z,,viva polisario
sbQJzuIKbJs,Western Sahara Morocco,Ugw7OQaZ_EZO-U_XA3l4AaABAg,@achrafaarab2479,Polisario Means Polarization And Is Zionist Organisation That Falsely Claims By Foreign Identies Because Of Phosphate Reserves. They Will Never Succeed Those Traitors Of Afrika. That's Like To Separate Us.,0,2025-12-12T14:00:44Z,,polisario means polarization and is zionist organisation that falsely claims by foreign identies because of phosphate reserves they will never succeed those traitors of afrika thats like to separate us
sbQJzuIKbJs,Western Sahara Morocco,UgxZwpVCznjT5JOfRed4AaABAg,@moroccanMarco2043,Flag of palestine with turkish symbol hahahaha claim to be part of the region. Morocco exists before the existance of spain itself,4,2025-12-11T15:36:30Z,,flag of palestine with turkish symbol hahahaha claim to be part of the region morocco exists before the existance of spain itself
sbQJzuIKbJs,Western Sahara Morocco,Ugx5XO2xXLdSVdHAeqp4AaABAg,@leevuong8843,"4 years ago, Donald Trump even went as far as recognizing the legitimacy of the Moroccan Sahara if Morocco supported Israel in the Abraham Agreements... This is how legitimate ""Moroccan"" Sahara is... LOL",1,2025-12-09T13:59:45Z,,years ago donald trump even went as far as recognizing the legitimacy of the moroccan sahara if morocco supported israel in the abraham agreements this is how legitimate moroccan sahara is lol
sbQJzuIKbJs,Western Sahara Morocco,Ugxty9tcYCHEK0jOfYd4AaABAg,@leevuong8843,"Moroccans doing to Sahara what East Europeans have done to Palestine from 1948. Right after Spain left Sahara in a trend of decolonization in 1975, Morocco sent 300,000 settlers to occupy the territory and push out its habitants... UN has been promising a referendum since 1992. A referendum that Morocco clearly stated it wouldn't respect...",2,2025-12-09T13:57:43Z,,moroccans doing to sahara what east europeans have done to palestine from right after spain left sahara in a trend of decolonization in morocco sent settlers to occupy the territory and push out its habitants un has been promising a referendum since a referendum that morocco clearly stated it wouldnt respect
sbQJzuIKbJs,Western Sahara Morocco,UgwtpKUAMkQMbWkZXBV4AaABAg,@TheYaskli,"All lies this area in the rose there live only the Moroccan Drones, who come there are bombed flat",0,2025-12-04T23:50:04Z,,all lies this area in the rose there live only the moroccan drones who come there are bombed flat
sbQJzuIKbJs,Western Sahara Morocco,UgzP5wlHoAwO9PhK0nV4AaABAg,@meriemelk9407,Westren Sahara is a morrocan territory 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,2,2025-12-03T15:06:08Z,,westren sahara is a morrocan territory
sbQJzuIKbJs,Western Sahara Morocco,UgzP5wlHoAwO9PhK0nV4AaABAg.AQH44sTbrYrAQhL9tiOvtl,@ravvviiioliii,why,0,2025-12-14T05:14:52Z,UgzP5wlHoAwO9PhK0nV4AaABAg,why
sbQJzuIKbJs,Western Sahara Morocco,Ugyol-F6V3_fvfl2gRV4AaABAg,@yahiakantour4384,🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭 FREE WESTERN SAHARA 🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭,6,2025-12-02T18:20:49Z,,free western sahara
sbQJzuIKbJs,Western Sahara Morocco,UgzHonpXunB2uqN0tbp4AaABAg,@EpicVibes1-Ev,All Moroccans Laughing In The Corner Seeing this video: 😂😂😂,3,2025-11-29T13:45:53Z,,all moroccans laughing in the corner seeing this video
sbQJzuIKbJs,Western Sahara Morocco,Ugw-Pyai7YdYKg1tK4l4AaABAg,@Asmo_D_euss,Fun Fact the 165000 comes from All the Sahrawi people that live in Algeria not only the ones in the camps.,0,2025-11-26T14:56:58Z,,fun fact the comes from all the sahrawi people that live in algeria not only the ones in the camps
sbQJzuIKbJs,Western Sahara Morocco,Ugxte5owwQ8QslEbZzB4AaABAg,@tubeular5754,Pangaea explanation regarding the sandstone petroglyphs in southwest USA to the continuity of the Sahara desert....,0,2025-11-23T02:57:59Z,,pangaea explanation regarding the sandstone petroglyphs in southwest usa to the continuity of the sahara desert
sbQJzuIKbJs,Western Sahara Morocco,Ugz1jMLVenzpDFnAtEx4AaABAg.AP4wWyvpE7GAP5jomgksMx,@ageupest5203,im morrocan and you are an expansionist fool,3,2025-11-04T08:57:16Z,Ugz1jMLVenzpDFnAtEx4AaABAg,im morrocan and you are an expansionist fool
sbQJzuIKbJs,Western Sahara Morocco,UgwiR_v1mKVAXA_uAF54AaABAg,@Blackflashsolos-u8r,Hahhh😂😂😂 sahara is moroccan do you see the news yesterday,9,2025-11-01T12:31:19Z,,hahhh sahara is moroccan do you see the news yesterday
sbQJzuIKbJs,Western Sahara Morocco,UgwiR_v1mKVAXA_uAF54AaABAg.AOzOvwFw8ORAPOBg0wIHfd,@Mmadingo,I didnt do see it i did see it. You absolute idiot😂,0,2025-11-11T12:55:48Z,UgwiR_v1mKVAXA_uAF54AaABAg,i didnt do see it i did see it you absolute idiot
sbQJzuIKbJs,Western Sahara Morocco,UgwiR_v1mKVAXA_uAF54AaABAg.AOzOvwFw8ORAPR3ANdIT9E,@Voice-of-honor-u8f,It isnt,0,2025-11-12T15:39:10Z,UgwiR_v1mKVAXA_uAF54AaABAg,it isnt
sbQJzuIKbJs,Western Sahara Morocco,UgwCIIfx0AEr0zPTHjR4AaABAg,@Azougagh48,youy are misguided or lying a lot ..,0,2025-10-12T13:43:27Z,,youy are misguided or lying a lot
sbQJzuIKbJs,Western Sahara Morocco,UgyU4-9rfH0GoJiuLt54AaABAg,@Aziz-w5w8s,"C'est un territoire marocains,  peuples par des nomades,  les nomades  à l’époque parcouraient de vaste territoire,  les nomades se trouvent au MAROC en Mauritanie, au Mali en Algérie, en Libye,  etc , alors s’ils ont un territoire cela serait un peu de territoire de chaque pays que j'ai cité, alors pourquoi vous continuez à être injuste ou incomplet dans votre analyse,  dommage",0,2025-10-11T15:22:39Z,,cest un territoire marocains peuples par des nomades les nomades lpoque parcouraient de vaste territoire les nomades se trouvent au maroc en mauritanie au mali en algrie en libye etc alors sils ont un territoire cela serait un peu de territoire de chaque pays que jai cit alors pourquoi vous continuez tre injuste ou incomplet dans votre analyse dommage
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg,@malcomgreen4747,Sahara will be free,15,2025-10-08T13:50:29Z,,sahara will be free
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAO1TAiugYFG,@JibZiad,Nah,1,2025-10-08T20:34:45Z,UgwipIgFbw9IQh-8TKx4AaABAg,nah
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAODzxSUpaLR,@a.elhamri2798,From who?,0,2025-10-13T17:20:47Z,UgwipIgFbw9IQh-8TKx4AaABAg,from who
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAP1R2oKglXJ,@Doherty33,From the Sewer to the sea?,0,2025-11-02T16:47:35Z,UgwipIgFbw9IQh-8TKx4AaABAg,from the sewer to the sea
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAP3vSOJTdD7,@malcomgreen4747,​@Doherty33 Morocco just sgreed on self determination  soon sahara 🇪🇭 🇪🇭 🇪🇭 will be free,0,2025-11-03T16:00:27Z,UgwipIgFbw9IQh-8TKx4AaABAg,doherty morocco just sgreed on self determination soon sahara will be free
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAP3w_cCWfw1,@a.elhamri2798,​@malcomgreen4747 they will choose to be moroccan,0,2025-11-03T16:10:18Z,UgwipIgFbw9IQh-8TKx4AaABAg,malcomgreen they will choose to be moroccan
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAP4-yOieLw4,@malcomgreen4747,​@a.elhamri2798who want to be a slave and bow to M6😂 in this age LOL,0,2025-11-03T16:48:38Z,UgwipIgFbw9IQh-8TKx4AaABAg,aelhamriwho want to be a slave and bow to m in this age lol
sbQJzuIKbJs,Western Sahara Morocco,UgwipIgFbw9IQh-8TKx4AaABAg.AO0junM3J8BAP4w06J7gc7,@ultrainstinct6715,​@malcomgreen4747You mean autonomy under the Moroccan sovereignty? 😂,0,2025-11-04T01:24:34Z,UgwipIgFbw9IQh-8TKx4AaABAg,malcomgreenyou mean autonomy under the moroccan sovereignty
sbQJzuIKbJs,Western Sahara Morocco,UgxkTOpM2bEWMJRRQTh4AaABAg,@BrownDumpsterRatInYourHood,"Looking for a raw and immersive view of western sahara watch ""Undercover in Occupied Western Sahara"" --> https://youtu.be/5lwh7Mp_ibA",0,2025-07-16T18:49:28Z,,looking for a raw and immersive view of western sahara watch undercover in occupied western sahara
sbQJzuIKbJs,Western Sahara Morocco,Ugz6B2NHQoXdVPAR2lF4AaABAg,@Lily-e-n4p,"Its not ""a territorial dispute"" 😂  It's a colonization of a country called Western Sahara, by Morocco, according to the UN !",23,2025-07-04T20:47:43Z,,its not a territorial dispute its a colonization of a country called western sahara by morocco according to the un
sbQJzuIKbJs,Western Sahara Morocco,Ugz6B2NHQoXdVPAR2lF4AaABAg.AKAILhobqDwAPOBpgP2SrS,@Mmadingo,Its named western sahara by the spanish.. before that it never had that name and it was a area depended on the moroccan sultan and mauritania.,2,2025-11-11T12:57:07Z,Ugz6B2NHQoXdVPAR2lF4AaABAg,its named western sahara by the spanish before that it never had that name and it was a area depended on the moroccan sultan and mauritania
sbQJzuIKbJs,Western Sahara Morocco,Ugz6B2NHQoXdVPAR2lF4AaABAg.AKAILhobqDwAPztHL17yA5,@Asmo_D_euss,@Mmadingo polisario front are the only ones who fought the spanish for that land,2,2025-11-26T13:36:40Z,Ugz6B2NHQoXdVPAR2lF4AaABAg,mmadingo polisario front are the only ones who fought the spanish for that land
sbQJzuIKbJs,Western Sahara Morocco,Ugz6B2NHQoXdVPAR2lF4AaABAg.AKAILhobqDwAR2x46N_COV,@Muralidharan001,@Mmadingo Palestine also never existed and there was no king from Palestine.,0,2025-12-22T23:58:09Z,Ugz6B2NHQoXdVPAR2lF4AaABAg,mmadingo palestine also never existed and there was no king from palestine
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg,@muftah.sahrawi,FREE WESTERN SAHARA 🇪🇭🦅,53,2025-06-29T17:29:06Z,,free western sahara
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAKKBQtzYrTh,@wijdax,"In your dream, the Western Sahara is Moroccan and it will remain Moroccan 🇲🇦🦅",4,2025-07-08T16:59:40Z,UgxXuZ72R66yc6xfFxl4AaABAg,in your dream the western sahara is moroccan and it will remain moroccan
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAKKWn1J898K,@muftah.sahrawi,In the dreams of your king (dictator) Mimi 6 which is sitting in paris while vast majority of moroccans are starving​@wijdax,3,2025-07-08T20:06:19Z,UgxXuZ72R66yc6xfFxl4AaABAg,in the dreams of your king dictator mimi which is sitting in paris while vast majority of moroccans are starvingwijdax
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAKK_AIDp6Fo,@wijdax,"cry, your puppet state is in Tindouf in Algeria, Long live Morocco and Long live the King, Morocco is in its Sahara and it will remain until the end of time 💪🇲🇦👑​@muftah.sahrawi",3,2025-07-08T20:35:51Z,UgxXuZ72R66yc6xfFxl4AaABAg,cry your puppet state is in tindouf in algeria long live morocco and long live the king morocco is in its sahara and it will remain until the end of time muftahsahrawi
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAKMoNy4B8YQ,@muftah.sahrawi,​@wijdaxWe are proud that half of our people live in freedom in the sahrawi refugees camps under the Algerian territory knowing morocco cant do a shit about it because you guys are afraid of them 🇩🇿🤝🇪🇭. Also your soldiers are being wiped out through all the sand wall by our great and brave soldiers (may Allah preserve them) while yours are asking for a piece of bread or die of heat from the Sahara sun and from our missiles. Free the Western Sahara and free the moroccan people from Mohamed VI,0,2025-07-09T17:27:16Z,UgxXuZ72R66yc6xfFxl4AaABAg,wijdaxwe are proud that half of our people live in freedom in the sahrawi refugees camps under the algerian territory knowing morocco cant do a shit about it because you guys are afraid of them also your soldiers are being wiped out through all the sand wall by our great and brave soldiers may allah preserve them while yours are asking for a piece of bread or die of heat from the sahara sun and from our missiles free the western sahara and free the moroccan people from mohamed vi
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAMKfaFLWEQi,@The_wind_that_happened,​@muftah.sahrawistarving? Do some research,0,2025-08-27T14:34:45Z,UgxXuZ72R66yc6xfFxl4AaABAg,muftahsahrawistarving do some research
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAODzSsRb6_D,@a.elhamri2798,From who? Wasnt western Sahara moroccan territory before it was colonised by Spain? <br><br>Furthermore parts of algeria were also moroccan territory if it wasnt for france taking it. By your logic should Algeria now give that land back?,1,2025-10-13T17:16:28Z,UgxXuZ72R66yc6xfFxl4AaABAg,from who wasnt western sahara moroccan territory before it was colonised by spain brbrfurthermore parts of algeria were also moroccan territory if it wasnt for france taking it by your logic should algeria now give that land back
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAOGt8yw3ksZ,@muftah.sahrawi,​@a.elhamri2798Morocco&#39;s territory ended in the Noun river. before colonisation Morocco couldn&#39;t even control it&#39;s own territories they were split in Bled Makhzen and Bled Sibaa,1,2025-10-14T20:19:03Z,UgxXuZ72R66yc6xfFxl4AaABAg,aelhamrimoroccos territory ended in the noun river before colonisation morocco couldnt even control its own territories they were split in bled makhzen and bled sibaa
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAOGzkDneAgX,@a.elhamri2798,​@muftah.sahrawi you see now youve just jumped onto something else 😂 i never asked if morocco did or did not struggle to controle its territory. The point being is. They had that territory wheather you like it or not. <br><br>Do you think algeria should return the land that was given to them by the french that was originally moroccan?,1,2025-10-14T21:16:42Z,UgxXuZ72R66yc6xfFxl4AaABAg,muftahsahrawi you see now youve just jumped onto something else i never asked if morocco did or did not struggle to controle its territory the point being is they had that territory wheather you like it or not brbrdo you think algeria should return the land that was given to them by the french that was originally moroccan
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAOINOT-zrtA,@muftah.sahrawi,"​@a.elhamri2798Give me any name or show me a mosque, well, building, zawiya or anything related to the Alawites inside the territory of Western Sahara. Good bye",0,2025-10-15T10:11:18Z,UgxXuZ72R66yc6xfFxl4AaABAg,aelhamrigive me any name or show me a mosque well building zawiya or anything related to the alawites inside the territory of western sahara good bye
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAOQZIiOt6Lk,@ZiggyStardust669,Already is buddy ( me sipping tea with my sehraoui brothers in dakhla right now),0,2025-10-18T14:29:17Z,UgxXuZ72R66yc6xfFxl4AaABAg,already is buddy me sipping tea with my sehraoui brothers in dakhla right now
sbQJzuIKbJs,Western Sahara Morocco,UgxXuZ72R66yc6xfFxl4AaABAg.AJy3daeig6dAOXIHKGHAxZ,@muftah.sahrawi,​@ZiggyStardust669bro in reality 🛌🇪🇺📱,0,2025-10-21T05:15:14Z,UgxXuZ72R66yc6xfFxl4AaABAg,ziggystardustbro in reality
